Title,Company,Location,Salary,Type,Category
Lead Data Scientist - Digital and Data Science - JJSC (Remot...,"The Travelers Companies, Inc.","Remote in United States
+5 locations",,Full-time,data science
Lead Data Scientist - Digital and Data Science - JJSC (Remot...,Bluecore,"+4 locations
Remote",Estimated $144K - $183K a year,,data science
Lead Data Scientist - Digital and Data Science - JJSC (Remot...,Internews,"+1 location
Remote",Estimated $53.5K - $67.7K a year,,data science
Lead Data Scientist - Digital and Data Science - JJSC (Remot...,The Aerospace Corporation,"Hybrid remote in Crystal City, VA",,Full-time,data science
Lead Data Scientist - Digital and Data Science - JJSC (Remot...,Federal Reserve Bank of San Francisco,"Hybrid remote in San Francisco, CA 94105",,Full-time,data science
Lead Data Scientist - Digital and Data Science - JJSC (Remot...,Lowe's,"Charlotte, NC 28202
(Downtown Charlotte area)
+1 location",,Full-time,data science
Lead Data Scientist - Digital and Data Science - JJSC (Remot...,Amazon.com Services LLC,"Seattle, WA",,Full-time,data science
Lead Data Scientist - Digital and Data Science - JJSC (Remot...,LendingTree,"Charlotte, NC",Estimated $98.7K - $125K a year,,data science
Lead Data Scientist - Digital and Data Science - JJSC (Remot...,"Amazon Web Services, Inc.","+28 locations
Remote",,Full-time,data science
"Manager, Data Science",Toyota,"Plano, TX 75023
+1 location",,,data science
"Manager, Data Science",FCA,"Auburn Hills, MI 48326
+1 location",,,data science
"Manager, Data Science",Opendoor Careers,"Remote in United States
+1 location",,Full-time,data science
"Manager, Data Science",Symetra,"Remote in Bellevue, WA 98004",,Full-time,data science
"Manager, Data Science",Trellance,"+1 location
Remote",Estimated $62.5K - $79.1K a year,Full-time,data science
"Manager, Data Science",The Aerospace Corporation,"Hybrid remote in Crystal City, VA",,Full-time,data science
"Manager, Data Science",EAB,"+1 location
Remote",Estimated $86.4K - $109K a year,Full-time,data science
"Manager, Data Science",LPL Financial,Remote in North Carolina,,,data science
"Manager, Data Science",New Jersey Institute of Technology,"Newark, NJ 07102
(University Heights area)
+2 locations",,Full-time,data science
"Manager, Data Science","Quadrint, Inc.","McLean, VA 22101
+2 locations",Estimated $86.8K - $110K a year,Full-time,data science
"Manager, Data Science","Amazon Web Services, Inc.","+28 locations
Remote",,Full-time,data science
"Manager, Data Science",kraken,"+3 locations
Remote",Estimated $90.5K - $115K a year,Full-time,data science
"Manager, Data Science",Nestlé Health Science,"Remote in Bridgewater, NJ",,Full-time,data science
"Manager, Data Science",Internews,"+1 location
Remote",Estimated $53.5K - $67.7K a year,,data science
"Manager, Data Science",Federal Reserve Bank of San Francisco,"Hybrid remote in San Francisco, CA 94105",,Full-time,data science
"Data Scientist, RippleX",Ripple,"Remote in San Francisco, CA 94105
+2 locations",Estimated $118K - $149K a year,,data science
"Data Scientist, RippleX",The Aerospace Corporation,"Hybrid remote in Crystal City, VA",,Full-time,data science
"Data Scientist, RippleX",GHX,"+1 location
Remote",,Full-time,data science
"Data Scientist, RippleX",Cash App,"Remote in San Francisco, CA 94103
+3 locations",Estimated $123K - $156K a year,Full-time,data science
"Data Scientist, RippleX",Gap Inc.,"San Francisco, CA 94105
(Financial District/South Beach area)
+2 locations",,Full-time,data science
"Data Scientist, RippleX",Federal Reserve Bank of San Francisco,"Hybrid remote in San Francisco, CA 94105",,Full-time,data science
"Data Scientist, RippleX",Opendoor Careers,"Remote in United States
+1 location",,Full-time,data science
"Data Scientist, RippleX",Seagen,"Bothell, WA 98021",Estimated $151K - $191K a year,,data science
"Data Scientist, RippleX",Nestlé Health Science,"Remote in Bridgewater, NJ",,Full-time,data science
"Data Scientist, RippleX",amdocs,"Alpharetta, GA 30009
+1 location",,,data science
"Data Scientist, RippleX",Trellance,"+1 location
Remote",Estimated $62.5K - $79.1K a year,Full-time,data science
"Data Scientist, RippleX",PRA Health Sciences,Remote,,,data science
"Data Scientist, RippleX",Goldman Sachs,"Troy, MI 48084
+6 locations",,Full-time,data science
"Data Scientist, RippleX",IBM,"Yorktown Heights, NY",,Full-time,data science
"Data Scientist, RippleX","AVNIK Defense Solutions, Inc.","Hybrid remote in Redstone Arsenal, AL",Estimated $58.9K - $74.5K a year,Full-time,data science
Data Scientist (Remote),Florida Blue,"+1 location
Remote",Estimated $100K - $127K a year,Full-time,data science
Data Scientist (Remote),Peraton,"Springfield, VA 22150",,,data science
Data Scientist (Remote),"Flagship Pioneering, Inc.","Boston, MA
+4 locations",,,data science
Data Scientist (Remote),"The Travelers Companies, Inc.","Remote in United States
+5 locations",,Full-time,data science
Data Scientist (Remote),MultiPlan Inc.,Remote,Estimated $118K - $150K a year,,data science
Data Scientist (Remote),Columbia University Medical Center,"Hybrid remote in New York, NY 10032
+1 location",,Full-time,data science
Data Scientist (Remote),Seagen,"Bothell, WA 98021",Estimated $151K - $191K a year,,data science
Data Scientist (Remote),Autodesk,"San Francisco, CA
+1 location",,Full-time,data science
Data Scientist (Remote),Mission Analytics Group,"San Francisco, CA 94104
(Financial District/South Beach area)",Estimated $90.3K - $114K a year,Full-time,data science
Data Scientist (Remote),Cargill,"Remote in Minneapolis-Saint Paul, MN",,,data science
Data Scientist (Remote),Beazley,United States,Estimated $72.8K - $92.2K a year,,data science
Data Scientist (Remote),Castleton Commodities International,"Houston, TX",Estimated $69.5K - $87.9K a year,Full-time,data science
Data Scientist (Remote),Lumen,Remote,,,data science
Data Scientist (Remote),Hilton Grand Vacations,"Orlando, FL",Estimated $83.1K - $105K a year,,data science
Data Scientist (Remote),NVIDIA,"Santa Clara, CA
+2 locations",,Full-time,data science
Sr. Data Scientist,Qcentrio,"Dallas, TX",Estimated $144K - $182K a year,Contract,data science
Sr. Data Scientist,Lowe's,"Charlotte, NC 28202
(Downtown Charlotte area)
+1 location",,Full-time,data science
Sr. Data Scientist,Cisco Systems,"San Francisco, CA",,,data science
Sr. Data Scientist,MultiPlan Inc.,Remote,Estimated $118K - $150K a year,,data science
Sr. Data Scientist,Seagen,"Bothell, WA 98021",Estimated $151K - $191K a year,,data science
Sr. Data Scientist,ZS Associates,"Thousand Oaks, CA 91320
(Newbury Park area)
+7 locations",,,data science
Sr. Data Scientist,US Environmental Protection Agency,"Durham, NC",,Full-time,data science
Sr. Data Scientist,Apple,"Culver City, CA
+3 locations",,,data science
Sr. Data Scientist,Ripple,"San Francisco, CA 94105
(Financial District/South Beach area)",Estimated $128K - $162K a year,,data science
Sr. Data Scientist,IQVIA,Remote,,Full-time,data science
Sr. Data Scientist,Lumen,Remote,,,data science
Sr. Data Scientist,United Health Services,"Vestal, NY 13850",,Full-time,data science
Sr. Data Scientist,Volvo Group,"Hagerstown, MD
+1 location",,,data science
Sr. Data Scientist,Stellantis,"+1 location
Remote",,,data science
Sr. Data Scientist,Kellogg Company,Hybrid remote in Michigan,,,data science
"Manager, Data Science",First Republic Bank,"San Francisco, CA 94111
(Financial District/South Beach area)",,,data science
"Manager, Data Science",FCA,"Auburn Hills, MI 48326
+1 location",,,data science
"Manager, Data Science",Essilor,"Dallas, TX",,,data science
"Manager, Data Science",Baker Hughes,"Remote in Minden, NV 89423",,Full-time,data science
"Manager, Data Science",OpsVeda,"Remote in Greensboro, NC",Estimated $93.9K - $119K a year,,data science
"Manager, Data Science",Red Ventures,"Remote in Charlotte, NC",,,data science
"Manager, Data Science",Amazon.com Services LLC,"Seattle, WA
+86 locations",,Full-time,data science
"Manager, Data Science",Lucasfilm,"San Francisco, CA 94129
(Presidio area)
+1 location",,Full-time,data science
"Manager, Data Science",Symetra,"Remote in Bellevue, WA 98004",,Full-time,data science
"Manager, Data Science",Washington University in St Louis,"Hybrid remote in St. Louis, MO 63110
+3 locations",,Full-time,data science
"Manager, Data Science",SupplyHouse,"Remote in Dallas, TX
+7 locations",,Full-time,data science
"Manager, Data Science",Goldman Sachs,"Troy, MI 48084
+6 locations",,Full-time,data science
"Manager, Data Science",Florida Blue,"+1 location
Remote",Estimated $100K - $127K a year,Full-time,data science
"Manager, Data Science",f5,"Remote in San Jose, CA",Estimated $114K - $145K a year,Full-time,data science
"Manager, Data Science",The University of Chicago Medicine,"Remote in Chicago, IL 60637",,Full-time,data science
"Manager, Data Analytics",Apple,"Cupertino, CA",,,data science
"Manager, Data Analytics",Johns Hopkins Applied Physics Laboratory,"Laurel, MD 20723
+5 locations",,Full-time,data science
"Manager, Data Analytics",Northrop Grumman,"Remote in Falls Church, VA 22042
+1 location",,Full-time,data science
"Manager, Data Analytics","Interos, Inc.","Remote in Arlington, VA",,,data science
"Manager, Data Analytics",Brambles Group,"Hybrid remote in Florida
+2 locations",,Full-time,data science
"Manager, Data Analytics",Adtalem Global Education,Remote,,Full-time,data science
"Manager, Data Analytics",Apple,"Cupertino, CA
+2 locations",,,data science
"Manager, Data Analytics",UNITED PARCEL SERVICE,"Atlanta, GA 30328
+1 location",,,data science
"Manager, Data Analytics",Quest Diagnostics,"Remote in San Francisco, CA
+1 location",,,data science
"Manager, Data Analytics",Amazon.com Services LLC,"Seattle, WA
+86 locations",,Full-time,data science
"Manager, Data Analytics",The Ohio State University Wexner Medical Center,"Columbus, OH 43215
(Downtown area)
+1 location",,Full-time,data science
"Manager, Data Analytics",Neiman Marcus,"Remote in Dallas, TX",,Full-time,data science
"Manager, Data Analytics",Join Parachute,"Austin, TX",,Full-time,data science
"Manager, Data Analytics",Visa,"Atlanta, GA
+11 locations",,Full-time,data science
"Manager, Data Analytics",Dropbox,"Remote in Austin, TX 78701",Estimated $123K - $155K a year,,data science
Data Scientist,Amazon.com Services LLC,"San Diego, CA
+110 locations",,Full-time,data science
Data Scientist,Lowe's,"Charlotte, NC 28202
(Downtown Charlotte area)
+1 location",,Full-time,data science
Data Scientist,Comcentric,"Spokane, WA
+15 locations",,Full-time,data science
Data Scientist,First Republic Bank,"San Francisco, CA 94111
(Financial District/South Beach area)",,,data science
Data Scientist,Logistics Management Institute,"Tysons, VA
+2 locations",Estimated $73.8K - $93.4K a year,Full-time,data science
Data Scientist,Nike,"New York, NY
+2 locations",,Full-time,data science
Data Scientist,JCPenney,"Plano, TX",,Full-time,data science
Data Scientist,Pacific Northwest National Laboratory,"Richland, WA
+1 location",Estimated $75.3K - $95.3K a year,"Full-time
+1",data science
Data Scientist,Encamp,"Remote in Indianapolis, IN
+1 location",Estimated $110K - $139K a year,,data science
Data Scientist,UCB S.A.,"Durham, NC
+1 location",,,data science
Data Scientist,managementsolutions,"Boston, MA 02110
(Downtown area)
+2 locations",Estimated $77.8K - $98.6K a year,,data science
Data Scientist,CSG,Remote in Nebraska,,Full-time,data science
Data Scientist,Square,"San Francisco, CA
+2 locations",,Full-time,data science
Data Scientist,KelaHealth,"Remote in San Francisco, CA",Estimated $127K - $161K a year,,data science
Data Scientist,Commerce Bank,"Remote in Washington, DC 20013",,Full-time,data science
Data Science Mentor,Booz Allen Hamilton,"Remote in Austin, TX
+33 locations",,,data science
Data Science Mentor,Numerdox,"Sacramento, CA",Estimated $70.5K - $89.3K a year,Part-time,data science
Data Science Mentor,Teva Pharmaceuticals,"Parsippany, NJ 07054",,,data science
Data Science Mentor,Dana-Farber Cancer Institute,"Remote in Boston, MA 02215
+5 locations",Estimated $102K - $130K a year,Full-time,data science
Data Science Mentor,GEICO,"Remote in Chevy Chase, MD 20815
+2 locations",,Full-time,data science
Data Science Mentor,PRICE WATERHOUSE COOPERS,"Remote in Dallas, TX 75201
+30 locations",,,data science
Data Science Mentor,RoundGlass,Remote,,Full-time,data science
Data Science Mentor,Truist Financial,"Raleigh, NC 27613
(Northwest area)
+7 locations",,Full-time,data science
Data Science Mentor,Commerce Bank,"Remote in Washington, DC 20013",,Full-time,data science
Data Science Mentor,Carrier,"Beverly, MA 01915
+2 locations",,Full-time,data science
Data Science Mentor,Trellance,"Hybrid remote in Tampa, FL 33607",Estimated $92K - $117K a year,,data science
Data Science Mentor,"Fiserv, Inc.","San Jose, CA
+4 locations",,Full-time,data science
Data Science Mentor,Blue Cross and Blue Shield of North Carolina,"+1 location
Remote",,Full-time,data science
Data Science Mentor,Cargill,"Remote in Minneapolis-Saint Paul, MN",,,data science
Data Science Mentor,Datavant,"Remote in Austin, TX",Estimated $112K - $142K a year,,data science
"Data Scientist, Marketing Analytics",Publix,"Lakeland, FL 33811",,,data science
"Data Scientist, Marketing Analytics",CriticalRiver Inc.,Remote,Estimated $121K - $153K a year,,data science
"Data Scientist, Marketing Analytics",Collins Aerospace,"Remote in Austin, TX 73301
+1 location",,Full-time,data science
"Data Scientist, Marketing Analytics",Procter & Gamble,"Mason, OH 45040
+9 locations",,Full-time,data science
"Data Scientist, Marketing Analytics",Marathon Petroleum Company LP,"Findlay, OH 45840
+1 location",,Full-time,data science
"Data Scientist, Marketing Analytics",Bayer,"United States
+1 location",,,data science
"Data Scientist, Marketing Analytics",Shortcut,"Remote in Chicago, IL",,,data science
"Data Scientist, Marketing Analytics",Trinity Industries,"Dallas, TX",,,data science
"Data Scientist, Marketing Analytics",The J. M. Smucker Company,Remote,,Full-time,data science
"Data Scientist, Marketing Analytics",The Ohio State University Wexner Medical Center,"Columbus, OH 43215
(Downtown area)
+1 location",,Full-time,data science
"Data Scientist, Marketing Analytics",Capital One - US,"Plano, TX
+44 locations",,,data science
